schedule_date,schedule_season,schedule_week,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite
11/3/2013,2013,9,OAK,20.0,49.0,PHI,OAK,-1.0
11/3/2013,2013,9,SEA,27.0,24.0,TB,SEA,-14.5
11/3/2013,2013,9,LAR,21.0,28.0,TEN,TEN,-3.0
11/3/2013,2013,9,WAS,30.0,24.0,LAC,PICK,0.0
11/4/2013,2013,9,GB,20.0,27.0,CHI,GB,-9.5
11/7/2013,2013,10,MIN,34.0,27.0,WAS,WAS,-1.0
11/10/2013,2013,10,ARI,27.0,24.0,HOU,ARI,-3.5
11/10/2013,2013,10,ATL,10.0,33.0,SEA,SEA,-3.0
11/10/2013,2013,10,BAL,20.0,17.0,CIN,BAL,-2.0
11/10/2013,2013,10,CHI,19.0,21.0,DET,DET,-1.5
11/10/2013,2013,10,GB,13.0,27.0,PHI,PHI,-1.0
11/10/2013,2013,10,IND,8.0,38.0,LAR,IND,-7.0
11/10/2013,2013,10,NO,49.0,17.0,DAL,NO,-5.5
11/10/2013,2013,10,NYG,24.0,20.0,OAK,NYG,-7.0
11/10/2013,2013,10,PIT,23.0,10.0,BUF,PIT,-2.5
11/10/2013,2013,10,LAC,20.0,28.0,DEN,DEN,-7.0
11/10/2013,2013,10,SF,9.0,10.0,CAR,SF,-5.5
11/10/2013,2013,10,TEN,27.0,29.0,JAX,TEN,-11.5
11/11/2013,2013,10,TB,22.0,19.0,MIA,MIA,-2.5
11/14/2013,2013,11,TEN,27.0,30.0,IND,IND,-3.0
11/17/2013,2013,11,BUF,37.0,14.0,NYJ,NYJ,-2.0
11/17/2013,2013,11,CHI,23.0,20.0,BAL,CHI,-3.5
11/17/2013,2013,11,CIN,41.0,20.0,CLE,CIN,-4.5
11/17/2013,2013,11,DEN,27.0,17.0,KC,DEN,-7.5
11/17/2013,2013,11,HOU,23.0,28.0,OAK,HOU,-10.5
11/17/2013,2013,11,JAX,14.0,27.0,ARI,ARI,-9.0
11/17/2013,2013,11,MIA,20.0,16.0,LAC,LAC,-3.0
11/17/2013,2013,11,NO,23.0,20.0,SF,NO,-3.5
11/17/2013,2013,11,NYG,27.0,13.0,GB,NYG,-3.0
11/17/2013,2013,11,PHI,24.0,16.0,WAS,PHI,-4.0
11/17/2013,2013,11,PIT,37.0,27.0,DET,DET,-3.0
11/17/2013,2013,11,SEA,41.0,20.0,MIN,SEA,-13.0
11/17/2013,2013,11,TB,41.0,28.0,ATL,TB,-2.0
11/18/2013,2013,11,CAR,24.0,20.0,NE,CAR,-3.0
11/21/2013,2013,12,ATL,13.0,17.0,NO,NO,-7.0
11/24/2013,2013,12,ARI,40.0,11.0,IND,ARI,-3.0
11/24/2013,2013,12,BAL,19.0,3.0,NYJ,BAL,-3.5
11/24/2013,2013,12,CLE,11.0,27.0,PIT,CLE,-2.0
11/24/2013,2013,12,DET,21.0,24.0,TB,DET,-7.0
11/24/2013,2013,12,GB,26.0,26.0,MIN,GB,-5.5
11/24/2013,2013,12,HOU,6.0,13.0,JAX,HOU,-10.0
11/24/2013,2013,12,KC,38.0,41.0,LAC,KC,-3.0
11/24/2013,2013,12,MIA,16.0,20.0,CAR,CAR,-4.0
11/24/2013,2013,12,NE,34.0,31.0,DEN,DEN,-2.5
11/24/2013,2013,12,NYG,21.0,24.0,DAL,NYG,-2.5
11/24/2013,2013,12,OAK,19.0,23.0,TEN,TEN,-2.0
11/24/2013,2013,12,LAR,42.0,21.0,CHI,LAR,-1.5
11/25/2013,2013,12,WAS,6.0,27.0,SF,SF,-5.0
11/28/2013,2013,13,BAL,22.0,20.0,PIT,BAL,-3.0
11/28/2013,2013,13,DAL,31.0,24.0,OAK,DAL,-8.0
11/28/2013,2013,13,DET,40.0,10.0,GB,DET,-6.0
12/1/2013,2013,13,BUF,31.0,34.0,ATL,BUF,-4.5
12/1/2013,2013,13,CAR,27.0,6.0,TB,CAR,-6.5
12/1/2013,2013,13,CLE,28.0,32.0,JAX,CLE,-7.5
12/1/2013,2013,13,HOU,31.0,34.0,NE,NE,-6.5
12/1/2013,2013,13,IND,22.0,14.0,TEN,IND,-3.5
12/1/2013,2013,13,KC,28.0,35.0,DEN,DEN,-6.0
12/1/2013,2013,13,MIN,23.0,20.0,CHI,MIN,-1.0
12/1/2013,2013,13,NYJ,3.0,23.0,MIA,NYJ,-2.0
12/1/2013,2013,13,PHI,24.0,21.0,ARI,PHI,-3.5
12/1/2013,2013,13,LAC,10.0,17.0,CIN,CIN,-1.5
12/1/2013,2013,13,SF,23.0,13.0,LAR,SF,-7.5
12/1/2013,2013,13,WAS,17.0,24.0,NYG,WAS,-1.0
12/2/2013,2013,13,SEA,34.0,7.0,NO,SEA,-5.0
12/5/2013,2013,14,JAX,27.0,20.0,HOU,HOU,-3.5
12/8/2013,2013,14,ARI,30.0,10.0,LAR,ARI,-4.5
12/8/2013,2013,14,BAL,29.0,26.0,MIN,BAL,-6.0
12/8/2013,2013,14,CIN,42.0,28.0,IND,CIN,-7.0
12/8/2013,2013,14,DEN,51.0,28.0,TEN,DEN,-13.5
12/8/2013,2013,14,GB,22.0,21.0,ATL,GB,-3.5
12/8/2013,2013,14,NE,27.0,26.0,CLE,NE,-9.5
12/8/2013,2013,14,NO,31.0,13.0,CAR,NO,-3.0
12/8/2013,2013,14,NYJ,37.0,27.0,OAK,NYJ,-3.0
12/8/2013,2013,14,PHI,34.0,20.0,DET,PHI,-2.0
12/8/2013,2013,14,PIT,28.0,34.0,MIA,PIT,-3.0
12/8/2013,2013,14,LAC,37.0,14.0,NYG,LAC,-4.0
12/8/2013,2013,14,SF,19.0,17.0,SEA,SF,-2.0
12/8/2013,2013,14,TB,27.0,6.0,BUF,TB,-2.5
12/8/2013,2013,14,WAS,10.0,45.0,KC,KC,-3.0
12/9/2013,2013,14,CHI,45.0,28.0,DAL,CHI,-1.5
12/12/2013,2013,15,DEN,20.0,27.0,LAC,DEN,-9.5
12/15/2013,2013,15,ATL,27.0,26.0,WAS,ATL,-5.5
12/15/2013,2013,15,CAR,30.0,20.0,NYJ,CAR,-10.0
12/15/2013,2013,15,CLE,31.0,38.0,CHI,CLE,-1.0
12/15/2013,2013,15,DAL,36.0,37.0,GB,DAL,-4.0
12/15/2013,2013,15,IND,25.0,3.0,HOU,IND,-6.0
12/15/2013,2013,15,JAX,20.0,27.0,BUF,BUF,-4.0
12/15/2013,2013,15,MIA,24.0,20.0,NE,MIA,-2.5
12/15/2013,2013,15,MIN,48.0,30.0,PHI,PHI,-7.0
12/15/2013,2013,15,NYG,0.0,23.0,SEA,SEA,-9.5
12/15/2013,2013,15,OAK,31.0,56.0,KC,KC,-6.0
12/15/2013,2013,15,PIT,30.0,20.0,CIN,CIN,-1.5
12/15/2013,2013,15,LAR,27.0,16.0,NO,NO,-7.0
12/15/2013,2013,15,TB,14.0,33.0,SF,SF,-4.5
12/15/2013,2013,15,TEN,34.0,37.0,ARI,ARI,-3.0
12/16/2013,2013,15,DET,16.0,18.0,BAL,DET,-5.5
12/22/2013,2013,16,BAL,7.0,41.0,NE,BAL,-1.5
12/22/2013,2013,16,BUF,19.0,0.0,MIA,MIA,-1.5
12/22/2013,2013,16,CAR,17.0,13.0,NO,CAR,-3.0
12/22/2013,2013,16,CIN,42.0,14.0,MIN,CIN,-7.5
12/22/2013,2013,16,DET,20.0,23.0,NYG,DET,-9.0
12/22/2013,2013,16,GB,31.0,38.0,PIT,GB,-2.0
12/22/2013,2013,16,HOU,13.0,37.0,DEN,DEN,-9.5
12/22/2013,2013,16,JAX,16.0,20.0,TEN,TEN,-4.0
12/22/2013,2013,16,KC,7.0,23.0,IND,KC,-7.0
12/22/2013,2013,16,NYJ,24.0,13.0,CLE,NYJ,-1.5
12/22/2013,2013,16,PHI,54.0,11.0,CHI,PHI,-3.0
12/22/2013,2013,16,LAC,26.0,13.0,OAK,LAC,-9.0
12/22/2013,2013,16,SEA,10.0,17.0,ARI,SEA,-9.0
12/22/2013,2013,16,LAR,23.0,13.0,TB,LAR,-3.5
12/22/2013,2013,16,WAS,23.0,24.0,DAL,DAL,-2.5
12/23/2013,2013,16,SF,34.0,24.0,ATL,SF,-14.5
12/29/2013,2013,17,ARI,20.0,23.0,SF,ARI,-3.0
12/29/2013,2013,17,ATL,20.0,21.0,CAR,CAR,-5.5
12/29/2013,2013,17,CHI,28.0,33.0,GB,GB,-3.0
12/29/2013,2013,17,CIN,34.0,17.0,BAL,CIN,-7.0
12/29/2013,2013,17,DAL,22.0,24.0,PHI,PHI,-7.0
12/29/2013,2013,17,IND,30.0,10.0,JAX,IND,-11.5
12/29/2013,2013,17,MIA,7.0,20.0,NYJ,MIA,-7.0
12/29/2013,2013,17,MIN,14.0,13.0,DET,DET,-2.5
12/29/2013,2013,17,NE,34.0,20.0,BUF,NE,-7.0
12/29/2013,2013,17,NO,42.0,17.0,TB,NO,-10.5
12/29/2013,2013,17,NYG,20.0,6.0,WAS,NYG,-3.5
12/29/2013,2013,17,OAK,14.0,34.0,DEN,DEN,-10.0
12/29/2013,2013,17,PIT,20.0,7.0,CLE,PIT,-9.5
12/29/2013,2013,17,LAC,27.0,24.0,KC,LAC,-14.5
12/29/2013,2013,17,SEA,27.0,9.0,LAR,SEA,-12.5
12/29/2013,2013,17,TEN,16.0,10.0,HOU,TEN,-6.5
1/4/2014,2013,Wildcard,IND,45.0,44.0,KC,KC,-2.5
1/4/2014,2013,Wildcard,PHI,24.0,26.0,NO,PHI,-3.0
1/5/2014,2013,Wildcard,CIN,10.0,27.0,LAC,CIN,-6.0
1/5/2014,2013,Wildcard,GB,20.0,23.0,SF,SF,-3.0
1/11/2014,2013,Division,NE,43.0,22.0,IND,NE,-7.0
1/11/2014,2013,Division,SEA,23.0,15.0,NO,SEA,-9.0
1/12/2014,2013,Division,CAR,10.0,23.0,SF,SF,-1.0
1/12/2014,2013,Division,DEN,24.0,17.0,LAC,DEN,-7.5
1/19/2014,2013,Conference,DEN,26.0,16.0,NE,DEN,-5.0
1/19/2014,2013,Conference,SEA,23.0,17.0,SF,SEA,-4.0
2/2/2014,2013,Superbowl,DEN,8.0,43.0,SEA,DEN,-2.0
9/4/2014,2014,1,SEA,36.0,16.0,GB,SEA,-4.5
9/7/2014,2014,1,ATL,37.0,34.0,NO,NO,-3.0
9/7/2014,2014,1,BAL,16.0,23.0,CIN,BAL,-1.0
9/7/2014,2014,1,CHI,20.0,23.0,BUF,CHI,-7.0
9/7/2014,2014,1,DAL,17.0,28.0,SF,SF,-3.5
9/7/2014,2014,1,DEN,31.0,24.0,IND,DEN,-8.0
9/7/2014,2014,1,HOU,17.0,6.0,WAS,HOU,-3.0
9/7/2014,2014,1,KC,10.0,26.0,TEN,KC,-3.0
9/7/2014,2014,1,MIA,33.0,20.0,NE,NE,-3.5
9/7/2014,2014,1,NYJ,19.0,14.0,OAK,NYJ,-6.5
9/7/2014,2014,1,PHI,34.0,17.0,JAX,PHI,-10.0
9/7/2014,2014,1,PIT,30.0,27.0,CLE,PIT,-5.5
9/7/2014,2014,1,LAR,6.0,34.0,MIN,LAR,-3.0
9/7/2014,2014,1,TB,14.0,20.0,CAR,TB,-5.5
9/8/2014,2014,1,ARI,18.0,17.0,LAC,ARI,-3.0
9/8/2014,2014,1,DET,35.0,14.0,NYG,DET,-6.5
9/11/2014,2014,2,BAL,26.0,6.0,PIT,BAL,-2.5
9/14/2014,2014,2,BUF,29.0,10.0,MIA,BUF,-1.0
9/14/2014,2014,2,CAR,24.0,7.0,DET,CAR,-1.0
9/14/2014,2014,2,CIN,24.0,10.0,ATL,CIN,-5.5
9/14/2014,2014,2,CLE,26.0,24.0,NO,NO,-4.5
9/14/2014,2014,2,DEN,24.0,17.0,KC,DEN,-13.0
9/14/2014,2014,2,GB,31.0,24.0,NYJ,GB,-7.0
9/14/2014,2014,2,MIN,7.0,30.0,NE,NE,-3.5
9/14/2014,2014,2,NYG,14.0,25.0,ARI,NYG,-1.0
9/14/2014,2014,2,OAK,14.0,30.0,HOU,HOU,-3.0
9/14/2014,2014,2,LAC,30.0,21.0,SEA,SEA,-4.5
9/14/2014,2014,2,SF,20.0,28.0,CHI,SF,-7.0
9/14/2014,2014,2,TB,17.0,19.0,LAR,TB,-4.0
9/14/2014,2014,2,TEN,10.0,26.0,DAL,TEN,-3.0
9/14/2014,2014,2,WAS,41.0,10.0,JAX,WAS,-5.0
9/15/2014,2014,2,IND,27.0,30.0,PHI,IND,-3.0
9/18/2014,2014,3,ATL,56.0,14.0,TB,ATL,-6.5
9/21/2014,2014,3,ARI,23.0,14.0,SF,SF,-3.0
9/21/2014,2014,3,BUF,10.0,22.0,LAC,BUF,-2.5
9/21/2014,2014,3,CAR,19.0,37.0,PIT,CAR,-3.0
9/21/2014,2014,3,CIN,33.0,7.0,TEN,CIN,-6.5
9/21/2014,2014,3,CLE,21.0,23.0,BAL,BAL,-2.0
9/21/2014,2014,3,DET,19.0,7.0,GB,DET,-1.5
9/21/2014,2014,3,JAX,17.0,44.0,IND,IND,-6.0
9/21/2014,2014,3,MIA,15.0,34.0,KC,MIA,-6.0
9/21/2014,2014,3,NE,16.0,9.0,OAK,NE,-14.0
9/21/2014,2014,3,NO,20.0,9.0,MIN,NO,-10.0
9/21/2014,2014,3,NYG,30.0,17.0,HOU,NYG,-1.0
9/21/2014,2014,3,PHI,37.0,34.0,WAS,PHI,-4.0
9/21/2014,2014,3,SEA,26.0,20.0,DEN,SEA,-4.0
9/21/2014,2014,3,LAR,31.0,34.0,DAL,DAL,-1.5
9/22/2014,2014,3,NYJ,19.0,27.0,CHI,NYJ,-1.5
9/25/2014,2014,4,WAS,14.0,45.0,NYG,WAS,-3.0
9/28/2014,2014,4,BAL,38.0,10.0,CAR,BAL,-3.5
9/28/2014,2014,4,CHI,17.0,38.0,GB,GB,-2.0
9/28/2014,2014,4,DAL,38.0,17.0,NO,NO,-3.0
9/28/2014,2014,4,HOU,23.0,17.0,BUF,HOU,-3.0
9/28/2014,2014,4,IND,41.0,17.0,TEN,IND,-7.5
9/28/2014,2014,4,MIN,41.0,28.0,ATL,ATL,-5.5
9/28/2014,2014,4,NYJ,17.0,24.0,DET,NYJ,-2.0
9/28/2014,2014,4,OAK,14.0,38.0,MIA,MIA,-4.0
9/28/2014,2014,4,PIT,24.0,27.0,TB,PIT,-7.5
9/28/2014,2014,4,LAC,33.0,14.0,JAX,LAC,-13.0
9/28/2014,2014,4,SF,26.0,21.0,PHI,SF,-3.5
9/29/2014,2014,4,KC,41.0,14.0,NE,NE,-3.0
10/2/2014,2014,5,GB,42.0,10.0,MIN,GB,-8.5
10/5/2014,2014,5,CAR,31.0,24.0,CHI,CAR,-1.5
10/5/2014,2014,5,DAL,20.0,17.0,HOU,DAL,-5.0
10/5/2014,2014,5,DEN,41.0,20.0,ARI,DEN,-8.0
10/5/2014,2014,5,DET,14.0,17.0,BUF,DET,-4.5
10/5/2014,2014,5,IND,20.0,13.0,BAL,IND,-2.5
10/5/2014,2014,5,JAX,9.0,17.0,PIT,PIT,-6.0
10/5/2014,2014,5,NE,43.0,17.0,CIN,CIN,-2.5
10/5/2014,2014,5,NO,37.0,31.0,TB,NO,-11.0
10/5/2014,2014,5,NYG,30.0,20.0,ATL,NYG,-4.0
10/5/2014,2014,5,PHI,34.0,28.0,LAR,PHI,-3.5
10/5/2014,2014,5,LAC,31.0,0.0,NYJ,LAC,-7.0
10/5/2014,2014,5,SF,22.0,17.0,KC,SF,-4.0
10/5/2014,2014,5,TEN,28.0,29.0,CLE,CLE,-1.0
10/6/2014,2014,5,WAS,17.0,27.0,SEA,SEA,-7.0
10/9/2014,2014,6,HOU,28.0,33.0,IND,IND,-2.5
10/12/2014,2014,6,ARI,30.0,20.0,WAS,ARI,-5.0
10/12/2014,2014,6,ATL,13.0,27.0,CHI,ATL,-3.5
10/12/2014,2014,6,BUF,22.0,37.0,NE,BUF,-1.0
10/12/2014,2014,6,CIN,37.0,37.0,CAR,CIN,-7.0
10/12/2014,2014,6,CLE,31.0,10.0,PIT,CLE,-2.5
10/12/2014,2014,6,MIA,24.0,27.0,GB,GB,-1.5
10/12/2014,2014,6,MIN,3.0,17.0,DET,MIN,-1.0
10/12/2014,2014,6,NYJ,17.0,31.0,DEN,DEN,-10.0
10/12/2014,2014,6,OAK,28.0,31.0,LAC,LAC,-7.0
10/12/2014,2014,6,PHI,27.0,0.0,NYG,PHI,-1.0
10/12/2014,2014,6,SEA,23.0,30.0,DAL,SEA,-10.0
10/12/2014,2014,6,TB,17.0,48.0,BAL,BAL,-3.5
10/12/2014,2014,6,TEN,16.0,14.0,JAX,TEN,-4.0
10/13/2014,2014,6,LAR,17.0,31.0,SF,SF,-3.5
10/16/2014,2014,7,NE,27.0,25.0,NYJ,NE,-9.5
10/19/2014,2014,7,BAL,29.0,7.0,ATL,BAL,-7.0
10/19/2014,2014,7,BUF,17.0,16.0,MIN,BUF,-7.0
10/19/2014,2014,7,CHI,14.0,27.0,MIA,CHI,-3.0
10/19/2014,2014,7,DAL,31.0,21.0,NYG,DAL,-5.0
10/19/2014,2014,7,DEN,42.0,17.0,SF,DEN,-7.0
10/19/2014,2014,7,DET,24.0,23.0,NO,DET,-1.5
10/19/2014,2014,7,GB,38.0,17.0,CAR,GB,-6.5
10/19/2014,2014,7,IND,27.0,0.0,CIN,IND,-3.0
10/19/2014,2014,7,JAX,24.0,6.0,CLE,CLE,-4.0
10/19/2014,2014,7,OAK,13.0,24.0,ARI,ARI,-3.5
10/19/2014,2014,7,LAC,20.0,23.0,KC,LAC,-3.0
10/19/2014,2014,7,LAR,28.0,26.0,SEA,SEA,-7.0
10/19/2014,2014,7,WAS,19.0,17.0,TEN,WAS,-6.0
10/20/2014,2014,7,PIT,30.0,23.0,HOU,PIT,-3.0
10/23/2014,2014,8,DEN,35.0,21.0,LAC,DEN,-9.0
10/26/2014,2014,8,ARI,24.0,20.0,PHI,ARI,-1.0
10/26/2014,2014,8,ATL,21.0,22.0,DET,DET,-3.5
10/26/2014,2014,8,CAR,9.0,13.0,SEA,SEA,-6.0
10/26/2014,2014,8,CIN,27.0,24.0,BAL,BAL,-2.5
10/26/2014,2014,8,CLE,23.0,13.0,OAK,CLE,-6.5
10/26/2014,2014,8,JAX,13.0,27.0,MIA,MIA,-7.0
10/26/2014,2014,8,KC,34.0,7.0,LAR,KC,-7.5
10/26/2014,2014,8,NE,51.0,23.0,CHI,NE,-6.0
10/26/2014,2014,8,NO,44.0,23.0,GB,NO,-2.0
10/26/2014,2014,8,NYJ,23.0,43.0,BUF,NYJ,-3.0
10/26/2014,2014,8,PIT,51.0,34.0,IND,IND,-5.0
10/26/2014,2014,8,TB,13.0,19.0,MIN,TB,-1.0
10/26/2014,2014,8,TEN,16.0,30.0,HOU,HOU,-3.5
10/27/2014,2014,8,DAL,17.0,20.0,WAS,DAL,-9.5
10/30/2014,2014,9,CAR,10.0,28.0,NO,NO,-3.0
11/2/2014,2014,9,CIN,33.0,23.0,JAX,CIN,-10.0
11/2/2014,2014,9,CLE,22.0,17.0,TB,CLE,-7.0
11/2/2014,2014,9,DAL,17.0,28.0,ARI,DAL,-1.5
11/2/2014,2014,9,HOU,21.0,31.0,PHI,PHI,-1.5
11/2/2014,2014,9,KC,24.0,10.0,NYJ,KC,-9.5
11/2/2014,2014,9,MIA,37.0,0.0,LAC,MIA,-3.0
11/2/2014,2014,9,MIN,29.0,26.0,WAS,WAS,-1.0
11/2/2014,2014,9,NE,43.0,21.0,DEN,DEN,-3.0
11/2/2014,2014,9,PIT,43.0,23.0,BAL,PIT,-2.5
11/2/2014,2014,9,SF,10.0,13.0,LAR,SF,-10.5
11/2/2014,2014,9,SEA,30.0,24.0,OAK,SEA,-13.5
11/3/2014,2014,9,NYG,24.0,40.0,IND,IND,-3.0
11/6/2014,2014,10,CIN,3.0,24.0,CLE,CIN,-6.5
11/9/2014,2014,10,ARI,31.0,14.0,LAR,ARI,-7.0
11/9/2014,2014,10,BAL,21.0,7.0,TEN,BAL,-10.5
11/9/2014,2014,10,BUF,13.0,17.0,KC,BUF,-2.0
11/9/2014,2014,10,DET,20.0,16.0,MIA,DET,-3.0
11/9/2014,2014,10,GB,55.0,14.0,CHI,GB,-9.5
11/9/2014,2014,10,JAX,17.0,31.0,DAL,DAL,-7.5
11/9/2014,2014,10,NO,24.0,27.0,SF,NO,-6.0
11/9/2014,2014,10,NYJ,20.0,13.0,PIT,PIT,-4.5
11/9/2014,2014,10,OAK,17.0,41.0,DEN,DEN,-13.0
11/9/2014,2014,10,SEA,38.0,17.0,NYG,SEA,-9.0
11/9/2014,2014,10,TB,17.0,27.0,ATL,ATL,-3.5
11/10/2014,2014,10,PHI,45.0,21.0,CAR,PHI,-7.0
11/13/2014,2014,11,MIA,22.0,9.0,BUF,MIA,-4.0
11/16/2014,2014,11,ARI,14.0,6.0,DET,DET,-1.0
11/16/2014,2014,11,CAR,17.0,19.0,ATL,ATL,-2.5
11/16/2014,2014,11,CHI,21.0,13.0,MIN,CHI,-2.5
11/16/2014,2014,11,CLE,7.0,23.0,HOU,CLE,-4.5
11/16/2014,2014,11,GB,53.0,20.0,PHI,GB,-4.5
11/16/2014,2014,11,IND,20.0,42.0,NE,IND,-3.0
11/16/2014,2014,11,KC,24.0,20.0,SEA,SEA,-1.0
11/16/2014,2014,11,NO,10.0,27.0,CIN,NO,-8.5
11/16/2014,2014,11,NYG,10.0,16.0,SF,SF,-4.0
11/16/2014,2014,11,LAC,13.0,6.0,OAK,LAC,-10.5
11/16/2014,2014,11,LAR,22.0,7.0,DEN,DEN,-8.0
11/16/2014,2014,11,WAS,7.0,27.0,TB,WAS,-6.5
11/17/2014,2014,11,TEN,24.0,27.0,PIT,PIT,-7.0
11/20/2014,2014,12,OAK,24.0,20.0,KC,KC,-7.5
11/23/2014,2014,12,ATL,24.0,26.0,CLE,ATL,-3.0
11/23/2014,2014,12,CHI,21.0,13.0,TB,CHI,-4.0
11/23/2014,2014,12,DEN,39.0,36.0,MIA,DEN,-6.5
11/23/2014,2014,12,HOU,13.0,22.0,CIN,HOU,-3.0
11/23/2014,2014,12,IND,23.0,3.0,JAX,IND,-13.0
11/23/2014,2014,12,MIN,21.0,24.0,GB,GB,-7.5
11/23/2014,2014,12,NE,34.0,9.0,DET,NE,-7.5
11/23/2014,2014,12,NYG,28.0,31.0,DAL,DAL,-4.0
11/23/2014,2014,12,PHI,43.0,24.0,TEN,PHI,-11.0
11/23/2014,2014,12,LAC,27.0,24.0,LAR,LAC,-4.0
11/23/2014,2014,12,SF,17.0,13.0,WAS,SF,-9.0
11/23/2014,2014,12,SEA,19.0,3.0,ARI,SEA,-7.5
11/24/2014,2014,12,BUF,38.0,3.0,NYJ,BUF,-2.5
11/24/2014,2014,12,NO,27.0,34.0,BAL,NO,-2.5
11/27/2014,2014,13,DAL,10.0,33.0,PHI,DAL,-3.0
11/27/2014,2014,13,DET,34.0,17.0,CHI,DET,-7.5
11/27/2014,2014,13,SF,3.0,19.0,SEA,SF,-1.0
11/30/2014,2014,13,ATL,29.0,18.0,ARI,ARI,-1.5
11/30/2014,2014,13,BAL,33.0,34.0,LAC,BAL,-6.5
11/30/2014,2014,13,BUF,26.0,10.0,CLE,BUF,-3.0
11/30/2014,2014,13,GB,26.0,21.0,NE,GB,-3.0
11/30/2014,2014,13,HOU,45.0,21.0,TEN,HOU,-7.0
11/30/2014,2014,13,IND,49.0,27.0,WAS,IND,-7.5
11/30/2014,2014,13,JAX,25.0,24.0,NYG,NYG,-3.0
11/30/2014,2014,13,KC,16.0,29.0,DEN,KC,-1.0
11/30/2014,2014,13,MIN,31.0,13.0,CAR,MIN,-2.5
11/30/2014,2014,13,PIT,32.0,35.0,NO,PIT,-3.5
11/30/2014,2014,13,LAR,52.0,0.0,OAK,LAR,-6.5
11/30/2014,2014,13,TB,13.0,14.0,CIN,CIN,-6.0
12/1/2014,2014,13,NYJ,13.0,16.0,MIA,MIA,-6.5
12/4/2014,2014,14,CHI,28.0,41.0,DAL,DAL,-3.5
12/7/2014,2014,14,ARI,17.0,14.0,KC,KC,-2.5
12/7/2014,2014,14,CIN,21.0,42.0,PIT,CIN,-3.0
12/7/2014,2014,14,CLE,24.0,25.0,IND,IND,-3.0
12/7/2014,2014,14,DEN,24.0,17.0,BUF,DEN,-9.0
12/7/2014,2014,14,DET,34.0,17.0,TB,DET,-10.5
12/7/2014,2014,14,JAX,13.0,27.0,HOU,HOU,-6.5
12/7/2014,2014,14,MIA,13.0,28.0,BAL,MIA,-3.0
12/7/2014,2014,14,MIN,30.0,24.0,NYJ,MIN,-4.5
12/7/2014,2014,14,NO,10.0,41.0,CAR,NO,-8.5
12/7/2014,2014,14,OAK,24.0,13.0,SF,SF,-8.0
12/7/2014,2014,14,PHI,14.0,24.0,SEA,SEA,-1.5
12/7/2014,2014,14,LAC,14.0,23.0,NE,NE,-4.0
12/7/2014,2014,14,TEN,7.0,36.0,NYG,NYG,-3.0
12/7/2014,2014,14,WAS,0.0,24.0,LAR,LAR,-2.5
12/8/2014,2014,14,GB,43.0,37.0,ATL,GB,-13.5
12/11/2014,2014,15,LAR,6.0,12.0,ARI,LAR,-6.0
12/14/2014,2014,15,ATL,20.0,27.0,PIT,PIT,-3.0
12/14/2014,2014,15,BAL,20.0,12.0,JAX,BAL,-14.0
12/14/2014,2014,15,BUF,21.0,13.0,GB,GB,-3.5
12/14/2014,2014,15,CAR,19.0,17.0,TB,CAR,-3.5
12/14/2014,2014,15,CLE,0.0,30.0,CIN,CLE,-2.5
12/14/2014,2014,15,DET,16.0,14.0,MIN,DET,-8.0
12/14/2014,2014,15,IND,17.0,10.0,HOU,IND,-7.0
12/14/2014,2014,15,KC,31.0,13.0,OAK,KC,-11.0
12/14/2014,2014,15,NE,41.0,13.0,MIA,NE,-9.5
12/14/2014,2014,15,NYG,24.0,13.0,WAS,NYG,-7.0
12/14/2014,2014,15,PHI,27.0,38.0,DAL,PHI,-3.5
12/14/2014,2014,15,LAC,10.0,22.0,DEN,DEN,-4.0
12/14/2014,2014,15,SEA,17.0,7.0,SF,SEA,-10.0
12/14/2014,2014,15,TEN,11.0,16.0,NYJ,NYJ,-3.5
12/15/2014,2014,15,CHI,15.0,31.0,NO,NO,-3.0
12/18/2014,2014,16,JAX,21.0,13.0,TEN,JAX,-4.0
12/20/2014,2014,16,SF,35.0,38.0,LAC,SF,-2.0
12/20/2014,2014,16,WAS,27.0,24.0,PHI,PHI,-7.0
12/21/2014,2014,16,ARI,6.0,35.0,SEA,SEA,-9.5
12/21/2014,2014,16,CAR,17.0,13.0,CLE,CAR,-6.0
12/21/2014,2014,16,CHI,14.0,20.0,DET,DET,-10.0
12/21/2014,2014,16,DAL,42.0,7.0,IND,DAL,-3.5
12/21/2014,2014,16,HOU,25.0,13.0,BAL,BAL,-6.0
12/21/2014,2014,16,MIA,37.0,35.0,MIN,MIA,-4.5
12/21/2014,2014,16,NO,14.0,30.0,ATL,NO,-6.0
12/21/2014,2014,16,NYJ,16.0,17.0,NE,NE,-10.0
12/21/2014,2014,16,OAK,26.0,24.0,BUF,BUF,-7.0
12/21/2014,2014,16,PIT,20.0,12.0,KC,PIT,-2.5
12/21/2014,2014,16,LAR,27.0,37.0,NYG,LAR,-7.0
12/21/2014,2014,16,TB,3.0,20.0,GB,GB,-11.5
12/22/2014,2014,16,CIN,37.0,28.0,DEN,DEN,-3.5
12/28/2014,2014,17,ATL,3.0,34.0,CAR,ATL,-2.5
12/28/2014,2014,17,BAL,20.0,10.0,CLE,BAL,-14.0
12/28/2014,2014,17,DEN,47.0,14.0,OAK,DEN,-16.5
12/28/2014,2014,17,GB,30.0,20.0,DET,GB,-9.0
12/28/2014,2014,17,HOU,23.0,17.0,JAX,HOU,-8.5
