schedule_date,schedule_season,schedule_week,team_home,score_home,score_away,team_away,spread_favorite,home_win,away_win,favorite,underdog,score_favorite,score_underdog,season_total_points_for _favorite,season_total_points_against_favorite,season_total_points_for _underdog,season_total_points_against_underdog,win_percentage_favorite,win_percentage_underdog
11/15/2018,2018,11,SEA,27,24,GB,-3,1,0,SEA,GB,0,0,0,0,0,0,0,0
11/18/2018,2018,11,ARI,21,23,OAK,-4.5,0,1,ARI,OAK,0,0,128,0,0,0,0,0
11/18/2018,2018,11,ATL,19,22,DAL,-3.5,0,1,ATL,DAL,0,0,0,0,0,0,0,0
11/18/2018,2018,11,BAL,24,21,CIN,-6.5,1,0,BAL,CIN,0,0,0,0,0,0,0,0
11/18/2018,2018,11,CHI,25,20,MIN,-2.5,1,0,CHI,MIN,0,0,0,0,0,0,0,0
11/18/2018,2018,11,DET,20,19,CAR,-4,1,0,CAR,DET,0,0,0,0,0,0,0,0
11/18/2018,2018,11,IND,38,10,TEN,-1,1,0,IND,TEB,0,0,0,0,0,0,0,0
11/18/2018,2018,11,JAX,16,20,PIT,-4,0,1,PIT,JAX,0,0,299,0,0,0,0,0
11/18/2018,2018,11,LAC,22,23,DEN,-7.5,0,1,LAC,DEN,0,0,0,0,0,0,0,0
11/18/2018,2018,11,NO,48,7,PHI,-7,1,0,NO,PHI,0,0,0,0,0,0,0,0
11/18/2018,2018,11,NYG,38,35,TB,-3,1,0,NYG,TB,0,0,0,0,0,0,0,0
11/18/2018,2018,11,WAS,21,23,HOU,-3,0,1,HOU,WAS,0,0,0,0,0,0,0,0
11/19/2018,2018,11,LAR,54,51,KC,-3,1,0,LAR,KC,0,0,0,0,0,0,0,0
11/22/2018,2018,12,DAL,31,23,WAS,-7,1,0,DAL,WAS,0,0,0,0,0,0,0,0
11/22/2018,2018,12,DET,16,23,CHI,-3,0,1,CHI,DET,0,0,0,0,0,0,0,0
11/22/2018,2018,12,NO,31,17,ATL,-11.5,1,0,NO,ATL,0,361,0,0,0,0,0,0
11/25/2018,2018,12,BAL,34,17,OAK,-13,1,0,BAL,OAK,0,0,0,0,0,0,0,0
11/25/2018,2018,12,BUF,24,21,JAX,-3,1,0,JAX,BUF,0,0,0,0,0,0,0,0
11/25/2018,2018,12,CAR,27,30,SEA,-3,0,1,CAR,SEA,0,0,0,0,0,0,0,0
11/25/2018,2018,12,CIN,20,35,CLE,-1,0,1,CLE,CIN,0,0,0,0,0,0,0,0
11/25/2018,2018,12,DEN,24,17,PIT,-3,1,0,PIT,DEN,0,0,316,0,0,0,0,0
11/25/2018,2018,12,IND,27,24,MIA,-9,1,0,IND,MIA,0,0,0,0,0,0,0,0
11/25/2018,2018,12,LAC,45,10,ARI,-14,1,0,LAC,ARI,0,0,0,0,138,0,0,0
11/25/2018,2018,12,MIN,24,17,GB,-3.5,1,0,MIN,GB,0,0,0,0,0,0,0,0
11/25/2018,2018,12,NYJ,13,27,NE,-13,0,1,NE,NYJ,0,0,331,0,0,0,0,0
11/25/2018,2018,12,PHI,25,22,NYG,-4.5,1,0,PHI,NYG,0,0,0,0,0,0,0,0
11/25/2018,2018,12,TB,27,9,SF,-1.5,1,0,TB,SF,0,0,0,0,0,0,0,0
11/26/2018,2018,12,HOU,34,17,TEN,-3.5,1,0,HOU,TEN,0,0,0,0,0,0,0,0
11/29/2018,2018,13,DAL,13,10,NO,-7.5,1,0,NO,DAL,0,371,0,0,0,0,0,0
12/2/2018,2018,13,ATL,16,26,BAL,-2.5,0,1,ATL,BAL,0,0,0,0,0,0,0,0
12/2/2018,2018,13,CIN,10,24,DEN,-4,0,1,DEN,CIN,0,0,0,0,0,0,0,0
12/2/2018,2018,13,DET,16,30,LAR,-10.5,0,1,LAR,DET,0,0,0,0,0,0,0,0
12/2/2018,2018,13,GB,17,20,ARI,-13.5,0,1,GB,ARI,0,0,0,0,158,0,0,0
12/2/2018,2018,13,HOU,29,13,CLE,-5,1,0,HOU,CLE,0,0,0,0,0,0,0,0
12/2/2018,2018,13,JAX,6,0,IND,-4,1,0,IND,JAX,0,0,0,0,0,0,0,0
12/2/2018,2018,13,MIA,21,17,BUF,-3.5,1,0,MIA,BUF,0,0,0,0,0,0,0,0
12/2/2018,2018,13,NE,24,10,MIN,-6,1,0,NE,MIN,0,0,355,0,0,0,0,0
12/2/2018,2018,13,NYG,30,27,CHI,-4,1,0,CHI,NYG,0,0,0,0,0,0,0,0
12/2/2018,2018,13,OAK,33,40,KC,-14,0,1,KC,OAK,0,0,0,0,0,0,0,0
12/2/2018,2018,13,PIT,30,33,LAC,-3,0,1,PIT,LAC,0,0,346,0,0,0,0,0
12/2/2018,2018,13,SEA,43,16,SF,-10,1,0,SEA,SF,0,0,0,0,0,0,0,0
12/2/2018,2018,13,TB,24,17,CAR,-3.5,1,0,CAR,TB,0,0,0,0,0,0,0,0
12/2/2018,2018,13,TEN,26,22,NYJ,-10.5,1,0,TEN,NYJ,0,0,0,0,0,0,0,0
12/3/2018,2018,13,PHI,28,13,WAS,-5.5,1,0,PHI,WAS,0,0,0,0,0,0,0,0
12/6/2018,2018,14,TEN,30,9,JAX,-5.5,1,0,TEN,JAX,0,0,0,0,0,0,0,0
12/9/2018,2018,14,ARI,3,17,DET,-2.5,0,1,DET,ARI,0,0,0,0,161,0,0,0
12/9/2018,2018,14,BUF,23,27,NYJ,-4.5,0,1,BUF,NYJ,0,0,0,0,0,0,0,0
12/9/2018,2018,14,CHI,15,6,LAR,-3,1,0,LAR,CHI,0,0,0,0,0,0,0,0
12/9/2018,2018,14,CLE,26,20,CAR,-1,1,0,CAR,CLE,0,0,0,0,0,0,0,0
12/9/2018,2018,14,DAL,29,23,PHI,-3.5,1,0,DAL,PHI,0,0,0,0,0,0,0,0
12/9/2018,2018,14,GB,34,20,ATL,-4,1,0,GB,ATL,0,0,0,0,0,0,0,0
12/9/2018,2018,14,HOU,21,24,IND,-4,0,1,HOU,IND,0,0,0,0,0,0,0,0
12/9/2018,2018,14,KC,27,24,BAL,-6.5,1,0,KC,BAL,0,0,0,0,0,0,0,0
12/9/2018,2018,14,LAC,26,21,CIN,-17,1,0,LAC,CIN,0,0,0,0,0,0,0,0
12/9/2018,2018,14,MIA,34,33,NE,-9.5,1,0,NE,MIA,0,0,388,0,0,0,0,0
12/9/2018,2018,14,OAK,24,21,PIT,-10.5,1,0,PIT,OAK,0,0,367,0,0,0,0,0
12/9/2018,2018,14,SF,20,14,DEN,-3,1,0,DEN,SF,0,0,0,0,0,0,0,0
12/9/2018,2018,14,TB,14,28,NO,-10,0,1,NO,TB,0,399,0,0,0,0,0,0
12/9/2018,2018,14,WAS,16,40,NYG,-3,0,1,NYG,WAS,0,0,0,0,0,0,0,0
12/10/2018,2018,14,SEA,21,7,MIN,-3,1,0,SEA,MIN,0,0,0,0,0,0,0,0
12/13/2018,2018,15,KC,28,29,LAC,-3.5,0,1,KC,LAC,0,0,0,0,0,0,0,0
12/15/2018,2018,15,DEN,16,17,CLE,-1,0,1,DEN,CLE,0,0,0,0,0,0,0,0
12/15/2018,2018,15,NYJ,22,29,HOU,-7,0,1,HOU,NYJ,0,0,0,0,0,0,0,0
12/16/2018,2018,15,ATL,40,14,ARI,-10,1,0,ATL,ARI,0,0,0,0,175,0,0,0
12/16/2018,2018,15,BAL,20,12,TB,-8.5,1,0,BAL,TB,0,0,0,0,0,0,0,0
12/16/2018,2018,15,BUF,14,13,DET,-2.5,1,0,BUF,DET,0,0,0,0,0,0,0,0
12/16/2018,2018,15,CHI,24,17,GB,-5.5,1,0,CHI,GB,0,0,0,0,0,0,0,0
12/16/2018,2018,15,CIN,30,16,OAK,-3,1,0,CIN,OAK,0,0,0,0,0,0,0,0
12/16/2018,2018,15,IND,23,0,DAL,-3,1,0,IND,DAL,0,0,0,0,0,0,0,0
12/16/2018,2018,15,JAX,13,16,WAS,-7.5,0,1,JAX,WAS,0,0,0,0,0,0,0,0
12/16/2018,2018,15,LAR,23,30,PHI,-13.5,0,1,LAR,PHI,0,0,0,0,0,0,0,0
12/16/2018,2018,15,MIN,41,17,MIA,-7.5,1,0,MIN,MIA,0,0,0,0,0,0,0,0
12/16/2018,2018,15,NYG,0,17,TEN,-2.5,0,1,TEN,NYG,0,0,0,0,0,0,0,0
12/16/2018,2018,15,PIT,17,10,NE,-2.5,1,0,NE,PIT,0,0,398,0,384,0,0,0
12/16/2018,2018,15,SF,26,23,SEA,-3.5,1,0,SEA,SF,0,0,0,0,0,0,0,0
12/17/2018,2018,15,CAR,9,12,NO,-6,0,1,NO,CAR,0,411,0,0,0,0,0,0
12/22/2018,2018,16,LAC,10,22,BAL,-4,0,1,LAC,BAL,0,0,0,0,0,0,0,0
12/22/2018,2018,16,TEN,25,16,WAS,-11.5,1,0,TEN,WAS,0,0,0,0,0,0,0,0
12/23/2018,2018,16,ARI,9,31,LAR,-14.5,0,1,LAR,ARI,0,0,0,0,184,0,0,0
12/23/2018,2018,16,CAR,10,24,ATL,-3,0,1,ATL,CAR,0,0,0,0,0,0,0,0
12/23/2018,2018,16,CLE,26,18,CIN,-10,1,0,CLE,CIN,0,0,0,0,0,0,0,0
12/23/2018,2018,16,DAL,27,20,TB,-7.5,1,0,DAL,TB,0,0,0,0,0,0,0,0
12/23/2018,2018,16,DET,9,27,MIN,-6.5,0,1,MIN,DET,0,0,0,0,0,0,0,0
12/23/2018,2018,16,IND,28,27,NYG,-10,1,0,IND,NYG,0,0,0,0,0,0,0,0
12/23/2018,2018,16,MIA,7,17,JAX,-3,0,1,MIA,JAX,0,0,0,0,0,0,0,0
12/23/2018,2018,16,NE,24,12,BUF,-13.5,1,0,NE,BUF,0,0,422,0,0,0,0,0
12/23/2018,2018,16,NO,31,28,PIT,-6.5,1,0,NO,PIT,0,442,0,0,412,0,0,0
12/23/2018,2018,16,NYJ,38,44,GB,-3,0,1,GB,NYJ,0,0,0,0,0,0,0,0
12/23/2018,2018,16,PHI,32,30,HOU,-1,1,0,PHI,HOU,0,0,0,0,0,0,0,0
12/23/2018,2018,16,SF,9,14,CHI,-4,0,1,CHI,SF,0,0,0,0,0,0,0,0
12/23/2018,2018,16,SEA,38,31,KC,-1,1,0,KC,SEA,0,0,0,0,0,0,0,0
12/24/2018,2018,16,OAK,27,14,DEN,-2.5,1,0,DEN,OAK,0,0,0,0,0,0,0,0
12/30/2018,2018,17,BAL,26,24,CLE,-7,1,0,BAL,CLE,0,0,0,0,0,0,0,0
12/30/2018,2018,17,BUF,42,17,MIA,-5.5,1,0,BUF,MIA,0,0,0,0,0,0,0,0
12/30/2018,2018,17,DEN,9,23,LAC,-7,0,1,LAC,DEN,0,0,0,0,0,0,0,0
12/30/2018,2018,17,GB,0,31,DET,-7.5,0,1,GB,DET,0,0,0,0,0,0,0,0
12/30/2018,2018,17,HOU,20,3,JAX,-7,1,0,HOU,JAX,0,0,0,0,0,0,0,0
12/30/2018,2018,17,KC,35,3,OAK,-14.5,1,0,KC,OAK,0,0,0,0,0,0,0,0
12/30/2018,2018,17,LAR,48,32,SF,-10.5,1,0,LAR,SF,0,0,0,0,0,0,0,0
12/30/2018,2018,17,MIN,10,24,CHI,-6,0,1,MIN,CHI,0,0,0,0,0,0,0,0
12/30/2018,2018,17,NE,38,3,NYJ,-14.5,1,0,NE,NYJ,0,0,460,0,0,0,0,0
12/30/2018,2018,17,NO,14,33,CAR,-8,0,1,NO,CAR,0,456,0,0,0,0,0,0
12/30/2018,2018,17,NYG,35,36,DAL,-7.5,0,1,NYG,DAL,0,0,0,0,0,0,0,0
12/30/2018,2018,17,PIT,16,13,CIN,-14,1,0,PIT,CIN,0,0,428,0,0,0,0,0
12/30/2018,2018,17,SEA,27,24,ARI,-14,1,0,SEA,ARI,0,0,0,0,208,0,0,0
12/30/2018,2018,17,TB,32,34,ATL,-2.5,0,1,ATL,TB,0,0,0,0,0,0,0,0
12/30/2018,2018,17,TEN,17,33,IND,-5.5,0,1,IND,TEN,0,0,0,0,0,0,0,0
12/30/2018,2018,17,WAS,0,24,PHI,-6,0,1,PHI,WAS,0,0,0,0,0,0,0,0
1/5/2019,2018,18,DAL,24,22,SEA,-2.5,1,0,DAL,SEA,0,0,0,0,0,0,0,0
1/5/2019,2018,18,HOU,7,21,IND,-2,0,1,HOU,IND,0,0,0,0,0,0,0,0
1/6/2019,2018,18,BAL,17,23,LAC,-3,0,1,BAL,LAC,0,0,0,0,0,0,0,0
1/6/2019,2018,18,CHI,15,16,PHI,-6.5,0,1,CHI,PHI,0,0,0,0,0,0,0,0
1/12/2019,2018,19,KC,31,13,IND,-4,1,0,KC,IND,0,0,0,0,0,0,0,0
1/12/2019,2018,19,LAR,30,22,DAL,-7.5,1,0,LAR,DAL,0,0,0,0,0,0,0,0
1/13/2019,2018,19,NE,41,28,LAC,-3.5,1,0,NE,LAC,0,0,501,0,0,0,0,0
1/13/2019,2018,19,NO,20,14,PHI,-8.5,1,0,NO,PHI,0,476,0,0,0,0,0,0
1/20/2019,2018,20,KC,31,37,NE,-3,0,1,KC,NE,0,0,0,0,538,0,0,0
1/20/2019,2018,20,NO,23,26,LAR,-3,0,1,NO,LAR,0,499,0,0,0,0,0,0
2/3/2019,2018,21,LAR,3,13,NE,-2,0,1,NE,LAR,0,0,551,0,0,0,0,0
